service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5090502,2018-07-20 09:29:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM," S 36TH ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2434414018,-85.8128249887
5094589,2018-07-20 09:31:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"4214 LAURA AVE , SHIVELY, KY, 40216",3,CLOSED,38.1887169352,-85.8278128282
5094590,2018-07-20 09:32:00,,UNKNOWN,SIGN OBSTRUCTION,"SIGN OBSTRUCTION, TREES, BRANCHES, ETC. ROWOB",PUBLIC WORKS - TRAFFIC ENG," SPRINGHURST BLVD , LOUISVILLE, KY, 40241",17,OPEN,38.2966215628,-85.5600896746
5094592,2018-07-20 09:33:00,,UNKNOWN,ILLEGAL SIGN,"ILLEGAL SIGN, SIGNS, OBSTRUCTION, ILSGN, ROWOB",LPM,"11301 WESTPORT RD , LOUISVILLE, KY, 40241",17,CLOSED,38.3001717585,-85.541440798
5094591,2018-07-20 09:33:11,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"152 VERNON AVE , LOUISVILLE, KY, 40206",9,OPEN,38.2564751641,-85.7076588203
5094595,2018-07-20 09:37:47,,UNKNOWN,ANIMAL NUISANCE,"ANIMAL NUISANCE, FECES, MULTIPLE, NO LICENSE",ANIMAL SERVICES,"3531 TYRONE DR , LOUISVILLE, KY, 40218",10,CLOSED,38.199741265,-85.6722406743
5094597,2018-07-20 09:38:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1435 S 8TH ST , LOUISVILLE, KY, 40208",6,OPEN,38.2285717549,-85.7688841114
5094598,2018-07-20 09:39:00,,UNKNOWN,JUNK VIOLATION,"JUNK VIOLATION, JUNKV, SWMS",SWMS - ENFORCEMENT UNIT,"5737 SOUTHERN PKY , LOUISVILLE, KY, 40214",21,CLOSED,38.1697756238,-85.7805449493
5094602,2018-07-20 09:41:00,,UNKNOWN,SIDEWALK REPAIR,"SIDEWALK REPAIR, CRACKED BROKEN RAISED TRIP HAZARD",PUBLIC WORKS INSPECTION GROUP,"5300 RAYBURN RD , LOUISVILLE, KY, 40272",25,CLOSED,38.090637384,-85.8656122368
5094604,2018-07-20 09:43:00,,UNKNOWN,STOP SIGN NEW,"STOP SIGN NEW, STOPN",PUBLIC WORKS - TRAFFIC ENG," CEDAR ST , LOUISVILLE, KY, 40203",4,OPEN,38.2555114455,-85.7844778187
5094605,2018-07-20 09:45:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"4121 LEE AVE , LOUISVILLE, KY, 40213",10,OPEN,38.1983814747,-85.7118322642
5072804,2018-07-20 09:46:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1247 DIXIE HWY , LOUISVILLE, KY, 40210",6,CLOSED,38.2356063164,-85.7872699216
5094610,2018-07-20 09:49:00,,UNKNOWN,TRAFFIC CONCERN,"TRAFFIC CONCERN, SPEED, ILLEGAL PARKING OUTSIDE PARC AREAS, ILLPK, TRAFC",METRO POLICE DEPARTMENT,"4709 ANDREA WAY , LOUISVILLE, KY, 40219",24,CLOSED,38.1287736474,-85.6737390162
5094611,2018-07-20 09:49:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1437 S 6TH ST , LOUISVILLE, KY, 40208",6,OPEN,38.2279595048,-85.7646411338
5094613,2018-07-20 09:51:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"7012 SHAREITH DR , LOUISVILLE, KY, 40228",23,CLOSED,38.1455866443,-85.6294259814
5094616,2018-07-20 09:52:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"1038 KAISER CT , LOUISVILLE, KY, 40211",5,OPEN,38.2437014033,-85.8267088789
5094624,2018-07-20 09:59:12,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"3601 PARTHENIA AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1944116869,-85.7919562407
5070975,2018-07-20 10:02:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",COMMUNITY FORESTRY ARBORIST,"1801 TYLER PKY , LOUISVILLE, KY, 40204",8,CLOSED,38.232727592,-85.714452349
5092832,2018-07-20 10:02:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"108 W TENNY AVE 1, LOUISVILLE, KY, 40214",21,OPEN,38.1765085284,-85.7640145285
5094625,2018-07-20 10:02:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"1448 S HANCOCK ST 2, LOUISVILLE, KY, 40217",4,OPEN,38.2248901642,-85.7473090356
5082756,2018-07-20 10:04:00,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," S CLAY ST , LOUISVILLE, KY, 40203",4,CLOSED,38.2401018717,-85.7423566562
5094626,2018-07-20 10:11:00,,UNKNOWN,ALLEY POTHOLE,"ALLEY POTHOLE, POTHL",LPM,"151 STATE ST , LOUISVILLE, KY, 40206",9,OPEN,38.2555861062,-85.7157178616
5094628,2018-07-20 10:20:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"1615 JEFFERSON AVE , LYNDON, KY, 40242",7,CLOSED,38.2696324,-85.5835635983
5094631,2018-07-20 10:31:42,,UNKNOWN,QIPL,IPL 574-3321,MSD NON SERVICE CALL,"6606 WILLOW BRANCH CT , LOUISVILLE, KY, 40291",22,CLOSED,38.1480868621,-85.5610008995
5094722,2018-07-20 10:39:00,,UNKNOWN,SIDEWALK REPAIR,"SIDEWALK REPAIR, CRACKED BROKEN RAISED TRIP HAZARD",PUBLIC WORKS INSPECTION GROUP,"1112 PAYNE ST , LOUISVILLE, KY, 40204",4,CLOSED,38.2465118919,-85.7281587607
5094638,2018-07-20 10:46:12,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1407 CATALPA ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2338764794,-85.8017738467
5094639,2018-07-20 10:48:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM,"148 SENECA TRL , LOUISVILLE, KY, 40214",21,CLOSED,38.162066476,-85.7685662941
5090013,2018-07-20 10:49:00,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"613 DR W J HODGE ST , LOUISVILLE, KY, 40203",4,CLOSED,38.2515096448,-85.7858860661
5094641,2018-07-20 10:49:00,,UNKNOWN,DAMG RECYCL CART,"DAMAGED RECYCLE CART, RECYCLING, RECYD, SWMS",SWMS - ADMINISTRATION,"2010 TREVILIAN WAY , LOUISVILLE, KY, 40205",8,OPEN,38.2202669803,-85.6868562246
5094645,2018-07-20 10:49:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2708 W MAIN ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2606672263,-85.7951709373
5094642,2018-07-20 10:49:57,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2703 W MAIN ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2611398766,-85.7947351407
5094644,2018-07-20 10:51:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"2710 W KENTUCKY ST 1, LOUISVILLE, KY, 40211",6,OPEN,38.2432523118,-85.7980773741
5094646,2018-07-20 10:51:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"2702 W KENTUCKY ST 1, LOUISVILLE, KY, 40211",6,OPEN,38.243234823,-85.7977392106
5094648,2018-07-20 10:51:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"2702 GREENWOOD AVE 1, LOUISVILLE, KY, 40211",1,OPEN,38.2418728339,-85.7979295741
5094653,2018-07-20 10:51:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"2817 GREENWOOD AVE 1, LOUISVILLE, KY, 40211",6,OPEN,38.2425796314,-85.8003404927
5094649,2018-07-20 10:52:00,,UNKNOWN,JUNK VIOLATION,"JUNK VIOLATION, JUNKV, SWMS",SWMS - ENFORCEMENT UNIT," PIRTLE ST , LOUISVILLE, KY, 40212",5,OPEN,38.2600529448,-85.7936352797
5094654,2018-07-20 10:53:00,,UNKNOWN,STREET TREE,"STREET EASEMENT TREES, OBSTRUCTION, ROWOB",LPM," PIRTLE ST , LOUISVILLE, KY, 40212",5,OPEN,38.2600529448,-85.7936352797
5094656,2018-07-20 10:56:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2010 TREVILIAN WAY , LOUISVILLE, KY, 40205",8,OPEN,38.2202669803,-85.6868562246
5094657,2018-07-20 10:56:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM,"142 FENLEY AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.2561728305,-85.6729348721
5094658,2018-07-20 10:56:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"1342 S BROOK ST , LOUISVILLE, KY, 40208",6,OPEN,38.2302883833,-85.7546622949
5074405,2018-07-20 10:57:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"4016 POPLAR LEVEL RD , LOUISVILLE, KY, 40213",10,CLOSED,38.2005926309,-85.7093918187
5094660,2018-07-20 10:57:00,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - ADMINISTRATION," S 1ST ST , LOUISVILLE, KY, 40202",4,CLOSED,38.2457141379,-85.7533790581
5094662,2018-07-20 10:58:00,,UNKNOWN,STREET DRAINAGE,"STREET DRAINAGE, DRAIN, STANDING WATER",LPM,"1748 ALGONQUIN PKY , LOUISVILLE, KY, 40210",3,CLOSED,38.2226205424,-85.7887915507
5094664,2018-07-20 10:59:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1445 S 8TH ST , LOUISVILLE, KY, 40208",6,CLOSED,38.2282968288,-85.7689062166
5093113,2018-07-20 11:01:00,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," CRITTENDEN DR , LOUISVILLE, KY, 40213",13,OPEN,38.1532709099,-85.7338900164
5094665,2018-07-20 11:01:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"7109 LEO SADDLER WAY , LOUISVILLE, KY, 40229",23,CLOSED,38.0953192003,-85.6442889376
5094669,2018-07-20 11:02:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1418 HEPBURN AVE , LOUISVILLE, KY, 40204",8,CLOSED,38.2376906937,-85.7257611761
5094667,2018-07-20 11:02:30,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"1046 CLAYBORNE RD , LOUISVILLE, KY, 40214",25,CLOSED,38.1435452499,-85.7855153983
5093874,2018-07-20 11:05:00,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION,"8100 WESTPORT RD , LYNDON, KY, 40242",7,CLOSED,38.2756382926,-85.5998457656
5094675,2018-07-20 11:06:36,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION,"3147 INDIAN LAKE DR , LOUISVILLE, KY, 40241",17,CLOSED,38.2886186603,-85.5448764605
5094676,2018-07-20 11:09:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"2918 W KENTUCKY ST 1, LOUISVILLE, KY, 40211",1,CLOSED,38.2434194195,-85.8020404123
5094678,2018-07-20 11:12:56,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"8325 PRESTON HWY , LOUISVILLE, KY, 40219",24,CLOSED,38.130540521,-85.6819582456
5094679,2018-07-20 11:14:02,,UNKNOWN,ANIMAL CRUELTY,"ANIMAL CRUELTY, MISTREATED, NEGLECTED, ANIMC",ANIMAL SERVICES," W JEFFERSON ST , LOUISVILLE, KY, 40202",4,CLOSED,38.2538361181,-85.7570139463
5081169,2018-07-20 11:17:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"625 EDITH RD , LOUISVILLE, KY, 40206",9,CLOSED,38.2635152224,-85.7082251071
5094682,2018-07-20 11:18:00,,UNKNOWN,JUNK VIOLATION,"JUNK VIOLATION, JUNKV, SWMS",SWMS - ENFORCEMENT UNIT,"125 N 43RD ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2662839176,-85.8180237189
5094681,2018-07-20 11:18:21,,UNKNOWN,NPRIVATE BUSINES,PRIVATE BUSINESS,N-MISCELLANEOUS,"625 EDITH RD , LOUISVILLE, KY, 40206",9,CLOSED,38.2635152224,-85.7082251071
5094684,2018-07-20 11:19:04,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"2421 W MARKET ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2595460293,-85.7908558291
5094686,2018-07-20 11:20:00,,UNKNOWN,COMPLIMENT,"COMPLIMENT, THANKS, COMPL",METRO PARKS,"509 N BIRCHWOOD AVE , LOUISVILLE, KY, 40206",9,OPEN,38.2646191154,-85.6965293013
5094689,2018-07-20 11:20:00,,UNKNOWN,SIDEWALK NEW,"SIDEWALK NEW, SDWLK",PUBLIC WORKS INSPECTION GROUP," SOUTHMEADE CIR , LOUISVILLE, KY, 40214",12,OPEN,38.1558930926,-85.8206133446
5094691,2018-07-20 11:20:00,,UNKNOWN,COMPLIMENT,"COMPLIMENT, THANKS, COMPL",MAYOR'S OFFICE,"509 N BIRCHWOOD AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.2646191154,-85.6965293013
5094690,2018-07-20 11:22:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"3036 MELBOURNE AVE , LOUISVILLE, KY, 40220",26,CLOSED,38.2172596456,-85.6315803383
5094693,2018-07-20 11:23:00,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"5377 NEW CUT RD , LOUISVILLE, KY, 40214",21,CLOSED,38.152133551,-85.776288726
5094695,2018-07-20 11:24:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"1273 S CLAY ST 1, LOUISVILLE, KY, 40203",4,OPEN,38.2307815777,-85.7438442625
5094699,2018-07-20 11:25:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"3503 ST GERMAINE CT , LOUISVILLE, KY, 40207",9,CLOSED,38.2418587741,-85.659132947
5094698,2018-07-20 11:25:32,,UNKNOWN,LITTER BASKETS,"LITTER BASKETS, EMPTY, MISS, REPAIR, NEW, REMOVE, RELOCATE, LTRBS, SWMS",SWMS - ADMINISTRATION," S 26TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2530003151,-85.794497574
5094701,2018-07-20 11:27:23,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"703 E ORMSBY AVE , LOUISVILLE, KY, 40203",4,CLOSED,38.2305574142,-85.7437630547
5094703,2018-07-20 11:28:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"7011 GRADE LN , LOUISVILLE, KY, 40213",13,CLOSED,38.148259825,-85.7359831314
5094709,2018-07-20 11:33:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"100 N 39TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2640064115,-85.8135715363
5094715,2018-07-20 11:35:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," BRENT ST , LOUISVILLE, KY, 40204",4,CLOSED,38.2353287521,-85.7284669834
5094727,2018-07-20 11:35:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"1831 LOWER HUNTERS TRCE , LOUISVILLE, KY, 40216",12,CLOSED,38.156622139,-85.8375303503
5094716,2018-07-20 11:35:59,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4224 BROWNS LN , CAMBRIDGE, KY, 40220",18,CLOSED,38.222494268,-85.6189801635
5094724,2018-07-20 11:40:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," HOPEWELL RD , LOUISVILLE, KY, 40299",20,OPEN,38.1880983809,-85.5126881979
5094725,2018-07-20 11:41:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"1209 WILLIAMS RIDGE RD , MIDDLETOWN, KY, 40243",20,CLOSED,38.2293635425,-85.5360668614
5094726,2018-07-20 11:42:55,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"5408 MOUNT HOLYOKE DR , LOUISVILLE, KY, 40216",12,CLOSED,38.1684995339,-85.860242074
5094728,2018-07-20 11:43:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2808 ENGLEWOOD AVE , LOUISVILLE, KY, 40220",26,CLOSED,38.2273249113,-85.6292580943
5065360,2018-07-20 11:44:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1324 TENNESSEE AVE , LOUISVILLE, KY, 40208",3,CLOSED,38.2168436558,-85.779270222
5094729,2018-07-20 11:44:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS,"14514 OLD HENRY RD , LOUISVILLE, KY, 40245",17,CLOSED,38.2856595487,-85.4835775257
5094730,2018-07-20 11:44:28,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4210 S 3RD ST , LOUISVILLE, KY, 40214",15,CLOSED,38.1947532569,-85.7652506684
5094731,2018-07-20 11:45:05,,UNKNOWN,UTILITY CONCERNS,"UTILITY CONCERNS, UTIL",PUBLIC WORKS INSPECTION GROUP,"405 MACLEAN AVE 1, LOUISVILLE, KY, 40209",21,OPEN,38.1759169284,-85.7504962285
5094732,2018-07-20 11:46:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS,"805 N ENGLISH STATION RD , MIDDLETOWN, KY, 40223",19,CLOSED,38.2567829192,-85.513875468
5081215,2018-07-20 11:47:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"800 S 39TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2481023719,-85.816823211
5083851,2018-07-20 11:48:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"741 S 39TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2484128419,-85.8161995513
5094738,2018-07-20 11:48:05,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - ADMINISTRATION,"3425 W KENTUCKY ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2447925658,-85.8104938232
5081220,2018-07-20 11:49:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"800 S 38TH ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2480724669,-85.8153668296
5094740,2018-07-20 11:49:00,,UNKNOWN,NEW GARBAGE CART,"NEW GARBAGE CART, CARTN, SWMS",SWMS - ADMINISTRATION,"306 S HITE AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.2507216054,-85.6932817755
5094741,2018-07-20 11:49:09,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4212 S 3RD ST , LOUISVILLE, KY, 40214",15,CLOSED,38.1946433406,-85.765255337
5094744,2018-07-20 11:50:00,,UNKNOWN,SMOKING BAN,"SMOKING BAN CONCERNS, SMOKE, SMKBN",HEALTH DEPT - ENVIR. HEALTH,"4505 POPLAR LEVEL RD , LOUISVILLE, KY, 40213",10,CLOSED,38.1884193822,-85.7017948143
5094743,2018-07-20 11:51:00,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"2059 EASTERN PKY , LOUISVILLE, KY, 40204",8,CLOSED,38.234213036,-85.7065749172
5093958,2018-07-20 11:55:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1243 LOGAN ST , LOUISVILLE, KY, 40204",4,CLOSED,38.231539104,-85.7400124693
5094753,2018-07-20 11:56:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," HOLLYVIEW CT , LOUISVILLE, KY, 40299",20,OPEN,38.1884418029,-85.5598345078
5094757,2018-07-20 11:59:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," ROWENA RD , LOUISVILLE, KY, 40218",26,OPEN,38.2065691852,-85.6648693822
5094760,2018-07-20 12:05:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM," GRINSTEAD DR , LOUISVILLE, KY, 40206",9,CLOSED,38.247835352,-85.7000867596
5094766,2018-07-20 12:05:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM," GRINSTEAD DR , LOUISVILLE, KY, 40206",9,CLOSED,38.247835352,-85.7000867596
5094761,2018-07-20 12:06:07,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"7919 TRILLIUM DR , LOUISVILLE, KY, 40258",14,CLOSED,38.1376568571,-85.8658046448
5094762,2018-07-20 12:07:41,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"7917 TRILLIUM DR , LOUISVILLE, KY, 40258",14,CLOSED,38.1378272295,-85.8657979974
5094767,2018-07-20 12:10:46,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION,"7032 SOUTHSIDE DR , LOUISVILLE, KY, 40214",21,CLOSED,38.1546480211,-85.7656428016
5094769,2018-07-20 12:11:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2132 PEABODY LN , LOUISVILLE, KY, 40218",10,OPEN,38.2061220528,-85.6710290312
5094768,2018-07-20 12:11:17,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"7915 TRILLIUM DR , LOUISVILLE, KY, 40258",14,CLOSED,38.1379839701,-85.8657840923
5094775,2018-07-20 12:12:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"321 KILMORY AVE , LOUISVILLE, KY, 40214",21,OPEN,38.1586416126,-85.7586268167
5094771,2018-07-20 12:12:13,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"4214 S 3RD ST , LOUISVILLE, KY, 40214",15,CLOSED,38.1945579996,-85.765270958
5094774,2018-07-20 12:12:47,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1783 W ORMSBY AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.2356286555,-85.7868246974
